Step,NodeId
1,0
2,1
3,2
4,3
5,14
6,16
7,38
8,40
9,258
10,260
11,321
12,323
13,325
14,327
15,369
16,371
17,373
18,375
19,417
20,419
21,421
22,423
23,15
24,17
25,39
26,41
27,259
28,261
29,282
30,284
31,286
32,322
33,324
34,326
35,328
36,370
37,372
38,374
39,376
40,418
41,420
42,422
43,424
44,283
45,285
46,287
47,234
48,236
49,8
50,2580
51,11
52,2582
53,26
54,2584
55,29
56,2586
57,32
58,2588
59,35
60,2590
61,50
62,2592
63,53
64,2594
65,56
66,2596
67,59
68,2598
69,84
70,2600
71,87
72,2602
73,345
74,2604
75,348
76,2606
77,351
78,2608
79,354
80,2610
81,357
82,2612
83,360
84,2614
85,363
86,2616
87,366
88,2618
89,393
90,2620
91,396
92,2622
93,399
94,2624
95,402
96,2626
97,405
98,2628
99,408
100,2630
101,411
102,2632
103,414
104,2634
105,441
106,2636
107,444
108,2638
109,447
110,2640
111,450
112,2642
113,453
114,2644
115,456
116,2646
117,459
118,2648
119,462
120,4
121,5
122,9
123,1752
124,10
125,1754
126,6
127,7
128,12
129,1753
130,13
131,1755
132,1751
133,18
134,19
135,27
136,1760
137,28
138,1764
139,20
140,21
141,30
142,1761
143,31
144,1765
145,1757
146,22
147,23
148,33
149,1762
150,34
151,1766
152,1749
153,24
154,25
155,36
156,1763
157,37
158,1767
159,1759
160,1750
161,42
162,43
163,51
164,1772
165,52
166,1776
167,44
168,45
169,54
170,1773
171,55
172,1777
173,1769
174,46
175,47
176,57
177,1774
178,58
179,1778
180,1756
181,48
182,49
183,60
184,1775
185,61
186,1779
187,1771
188,1758
189,80
190,81
191,85
192,1790
193,82
194,83
195,88
196,1791
197,2650
198,300
199,2652
200,303
201,2654
202,306
203,2656
204,309
205,2658
206,312
207,2660
208,315
209,329
210,330
211,346
212,1916
213,331
214,332
215,349
216,1917
217,333
218,334
219,352
220,1918
221,335
222,336
223,355
224,1919
225,337
226,338
227,358
228,1920
229,339
230,340
231,361
232,1921
233,341
234,342
235,364
236,1922
237,343
238,344
239,367
240,1923
241,377
242,378
243,394
244,1940
245,379
246,380
247,397
248,1941
249,381
250,382
251,400
252,1942
253,383
254,384
255,403
256,1943
257,385
258,386
259,406
260,1944
261,387
262,388
263,409
264,1945
265,389
266,390
267,412
268,1946
269,391
270,392
271,415
272,1947
273,425
274,426
275,442
276,1964
277,427
278,428
279,445
280,1965
281,429
282,430
283,448
284,1966
285,431
286,432
287,451
288,1967
289,433
290,434
291,454
292,1968
293,435
294,436
295,457
296,1969
297,437
298,438
299,460
300,1970
301,439
302,440
303,463
304,1971
305,186
306,188
307,210
308,212
309,235
310,237
311,601
312,603
313,605
314,607
315,288
316,289
317,301
318,1896
319,290
320,291
321,304
322,1897
323,292
324,293
325,307
326,1898
327,294
328,295
329,310
330,1899
331,296
332,297
333,313
334,1900
335,298
336,299
337,316
338,1901
339,2662
340,780
341,2664
342,786
343,2666
344,792
345,2668
346,798
347,2670
348,804
349,2672
350,810
351,2674
352,816
353,2676
354,822
355,2678
356,828
357,2680
358,834
359,2682
360,840
361,2684
362,846
363,2686
364,852
365,2688
366,858
367,2690
368,864
369,2692
370,870
371,2694
372,1064
373,2696
374,1070
375,2698
376,1076
377,2700
378,1082
379,2702
380,1088
381,2704
382,1094
383,2706
384,1100
385,2708
