BufId,NewOffset
29,0
45,0
64,0
90,0
118,0
143,0
176,0
201,0
235,0
260,0
296,0
321,0
359,0
384,0
419,0
444,0
492,0
517,0
552,0
577,0
614,0
639,0
674,0
699,0
760,0
785,0
820,0
845,0
882,0
907,0
942,0
967,0
1012,0
1037,0
1072,0
1097,0
1134,0
1159,0
1194,0
1219,0
1318,0
1343,0
1378,0
1403,0
1440,0
1465,0
1500,0
1513,0
1793,0
1809,0
1825,0
1841,0
1857,0
1873,0
1889,0
1905,0
160,0
216,0
275,0
336,0
399,0
459,0
532,0
592,0
654,0
714,0
800,0
860,0
922,0
982,0
1052,0
1112,0
1174,0
1234,0
1358,0
1418,0
1480,0
1528,0
1563,0
1571,0
1908,0
1911,0
1914,0
1917,0
1920,0
1923,0
1926,0
1929,0
1932,0
1935,0
1938,0
1941,0
1944,0
1947,0
1950,0
1953,0
1956,0
1959,0
1962,0
1965,0
1968,0
1971,0
1974,0
1977,0
1980,0
1983,0
1986,0
1989,0
1992,0
1995,0
1998,0
2001,0
2462,0
2466,0
2469,0
2500,0
2504,0
2507,0
2538,0
2542,0
2545,0
2576,0
2580,0
2583,0
2614,0
2618,0
2621,0
2652,0
2656,0
2659,0
2690,0
2694,0
2697,0
2729,0
2733,0
2736,0
2739,0
2742,0
2745,0
2748,0
2751,0
2754,0
2757,0
2760,0
2763,0
2767,0
2770,0
2773,0
2776,0
2779,0
2782,0
2785,0
2788,0
2791,0
2794,0
2798,0
2801,0
2804,0
2807,0
2810,0
2813,0
2816,0
2819,0
2822,0
2825,0
2829,0
2832,0
2835,0
2838,0
2841,0
2844,0
2847,0
2850,0
2853,0
2856,0
2860,0
2863,0
2866,0
2869,0
2872,0
2875,0
2878,0
2881,0
2884,0
2887,0
2891,0
2894,0
2897,0
2900,0
2903,0
2906,0
2909,0
2912,0
2915,0
2918,0
2922,0
2925,0
2928,0
2931,0
2934,0
2937,0
2940,0
2943,0
2946,0
2949,0
2953,0
2956,0
2959,0
2962,0
2965,0
2968,0
2971,0
2974,0
2977,0
2980,0
2983,0
2986,0
2989,0
2992,0
2995,0
2998,0
3001,0
3004,0
3007,0
3010,0
3013,0
3016,0
3019,0
3022,0
3025,0
3028,0
3031,0
3034,0
3037,0
3040,0
3043,0
3046,0
3049,0
3052,0
3055,0
3058,0
3061,0
3064,0
3067,0
3070,0
3073,0
3076,0
3079,0
3082,0
3085,0
3088,0
3091,0
3094,0
3097,0
3100,0
3103,0
3106,0
3109,0
3112,0
3115,0
3118,0
3121,0
3124,0
3127,0
3130,0
3133,0
3136,0
3139,0
3142,0
3145,0
3148,0
3151,0
3154,0
3157,0
3160,0
3163,0
3166,0
3169,0
3172,0
3175,0
3178,0
3181,0
3184,0
3187,0
3190,0
3193,0
3196,0
3199,0
