BufId,NewOffset
11,0
16,2
38,4
43,6
63,8
68,10
88,12
93,14
113,16
118,18
138,20
143,22
163,24
168,26
188,28
193,30
213,32
218,34
220,36
221,38
222,40
223,42
224,44
225,46
226,48
227,50
252,52
257,54
259,56
260,58
261,60
262,62
263,64
264,66
265,68
266,70
289,72
294,74
296,76
297,78
298,80
299,82
300,84
301,86
302,88
303,90
326,92
331,94
333,96
334,98
335,100
336,102
337,104
338,106
339,108
340,110
363,112
368,114
370,116
371,118
372,120
373,122
374,124
375,126
376,128
377,130
400,132
405,134
407,136
408,138
409,140
410,142
411,144
412,146
413,148
414,150
437,152
442,154
444,156
445,158
446,160
447,162
448,164
449,166
450,168
451,170
474,172
479,174
481,176
482,178
483,180
484,182
485,184
486,186
487,188
488,190
513,192
518,194
520,196
521,198
522,200
523,202
524,204
525,206
526,208
527,210
552,212
557,214
559,216
560,218
561,220
562,222
563,224
564,226
565,228
566,230
589,232
594,234
596,236
597,238
598,240
599,242
600,244
601,246
602,248
603,250
626,252
631,254
633,256
634,258
635,260
636,262
637,264
638,266
639,268
640,270
663,272
668,274
670,276
671,278
672,280
673,282
674,284
675,286
676,288
677,290
700,292
705,294
707,296
708,298
709,300
710,302
711,304
712,306
713,308
714,310
737,312
742,314
744,316
745,318
746,320
747,322
748,324
749,326
750,328
751,330
774,332
779,334
781,336
782,338
783,340
784,342
785,344
786,346
787,348
788,350
813,352
818,354
820,356
821,358
822,360
823,362
824,364
825,366
826,368
827,370
852,372
857,374
859,376
860,378
861,380
862,382
863,384
864,386
865,388
866,390
889,392
894,394
896,396
897,398
898,400
899,402
900,404
901,406
902,408
903,410
926,412
931,414
933,416
934,418
935,420
936,422
937,424
938,426
939,428
940,430
963,432
968,434
970,436
971,438
972,440
973,442
974,444
975,446
976,448
977,450
1000,452
1005,454
1007,456
1008,458
1009,460
1010,462
1011,464
1012,466
1013,468
1014,470
1037,472
1042,474
1044,476
1045,478
1046,480
1047,482
1048,484
1049,486
1050,488
1051,490
1074,492
1079,494
1081,496
1082,498
1083,500
1084,502
1085,504
1086,506
1087,508
1088,510
1113,512
1118,514
1120,516
1121,518
1122,520
1123,522
1124,524
1125,526
1126,528
1127,530
1152,532
1157,534
1159,536
1160,538
1161,540
1162,542
1163,544
1164,546
1165,548
1166,550
1189,552
1194,554
1196,556
1197,558
1198,560
1199,562
1200,564
1201,566
1202,568
1203,570
1226,572
1231,574
1233,576
1234,578
1235,580
1236,582
1237,584
1238,586
1239,588
1240,590
1263,592
1268,594
1270,596
1271,598
1272,600
1273,602
1274,604
1275,606
1276,608
1277,610
1300,612
1305,614
1307,616
1308,618
1309,620
1310,622
1311,624
1312,626
1313,628
1314,630
1337,632
1342,634
1344,636
1345,638
1346,640
1347,642
1348,644
1349,646
1350,648
1351,650
1374,652
1379,654
1381,656
1382,658
1383,660
1384,662
1385,664
1386,666
1387,668
1388,670
1413,672
1418,674
1420,676
1421,678
1422,680
1423,682
1424,684
1425,686
1426,688
1427,690
1452,692
1457,694
1459,696
1460,698
1461,700
1462,702
1463,704
1464,706
1465,708
1466,710
1489,712
1494,714
1496,716
1497,718
1498,720
1499,722
1500,724
1501,726
1502,728
1503,730
1526,732
1531,734
1533,736
1534,738
1535,740
1536,742
1537,744
1538,746
1539,748
1540,750
1563,752
1568,754
1570,756
1571,758
1572,760
1573,762
1574,764
1575,766
1576,768
1577,770
1600,772
1605,774
1607,776
1608,778
1609,780
1610,782
1611,784
1612,786
1613,788
1614,790
1637,792
1642,794
1644,796
1645,798
1646,800
1647,802
1648,804
1649,806
1650,808
1651,810
1674,812
1679,814
1681,816
1682,818
1683,820
1684,822
1685,824
1686,826
1687,828
1688,830
1713,832
1718,834
1720,836
1721,838
1722,840
1723,842
1724,844
1725,846
1726,848
1727,850
1752,852
1757,854
1759,856
1760,858
1761,860
1762,862
1763,864
1764,866
1765,868
1766,870
1789,872
1794,874
1796,876
1797,878
1798,880
1799,882
1800,884
1801,886
1802,888
1803,890
1826,892
1831,894
1833,896
1834,898
1835,900
1836,902
1837,904
1838,906
1839,908
1840,910
1863,912
1868,914
1870,916
1871,918
