BufId,NewOffset
3,0
4,0
11,0
16,2
38,4
43,6
63,8
68,10
88,12
93,14
113,16
118,18
120,20
121,22
122,24
123,26
124,28
125,30
126,32
127,34
152,36
157,38
159,40
160,42
161,44
162,46
163,48
164,50
165,52
166,54
189,56
194,58
196,60
197,62
198,64
199,66
200,68
201,70
202,72
203,74
226,76
231,78
233,80
234,82
235,84
236,86
237,88
238,90
239,92
240,94
265,96
270,98
272,100
273,102
274,104
275,106
276,108
277,110
278,112
279,114
304,116
309,118
311,120
312,122
313,124
314,126
315,128
316,130
317,132
318,134
341,136
346,138
348,140
349,142
350,144
351,146
352,148
353,150
354,152
355,154
378,156
383,158
385,160
386,162
387,164
388,166
389,168
390,170
391,172
392,174
417,176
422,178
424,180
425,182
426,184
427,186
428,188
429,190
430,192
431,194
449,196
459,198
464,200
466,202
467,204
468,206
469,208
470,210
471,212
472,214
473,216
489,218
499,220
504,222
506,224
507,226
508,228
509,230
510,232
511,234
512,236
513,238
529,240
539,242
544,244
546,246
547,248
548,250
549,252
550,254
551,256
552,258
553,260
569,262
12,264
17,280
39,296
44,312
64,328
69,344
89,360
94,376
114,392
119,408
153,424
158,440
190,456
195,472
227,488
232,504
266,520
271,536
305,552
310,568
342,584
347,600
379,616
384,632
418,648
423,664
460,680
465,696
500,712
505,728
540,744
545,760
9,776
7,0
8,0
21,0
22,0
25,0
26,0
31,0
32,0
10,0
13,128
14,256
15,384
34,0
35,0
47,0
48,0
36,768
37,0
50,0
51,0
56,0
57,0
40,128
41,256
42,384
61,128
62,256
59,0
60,0
72,0
73,0
65,384
66,128
75,0
76,0
81,0
82,0
67,256
86,256
87,256
90,256
91,256
84,0
85,0
97,0
98,0
92,256
28,640
100,0
101,0
106,0
107,0
27,512
111,512
112,512
115,512
116,512
109,0
110,0
131,0
132,0
117,512
137,512
138,512
139,512
140,512
141,512
142,512
53,0
135,0
136,0
146,0
147,0
52,768
150,768
151,768
154,768
155,768
148,0
149,0
169,0
170,0
156,768
174,768
175,768
176,768
177,768
178,768
179,768
78,128
172,0
173,0
183,0
184,0
77,384
187,384
188,384
191,384
192,384
185,0
186,0
206,0
207,0
193,384
211,384
212,384
213,384
214,384
215,384
216,384
103,640
209,0
210,0
220,0
221,0
102,256
224,256
225,256
228,256
229,256
222,0
223,0
243,0
244,0
230,256
248,256
249,256
250,256
251,256
252,256
253,256
144,0
246,0
247,0
258,0
259,0
143,512
263,512
264,512
267,512
268,512
261,0
262,0
283,0
284,0
269,512
289,512
290,512
291,512
292,512
293,512
294,512
181,128
287,0
288,0
298,0
299,0
180,768
302,768
303,768
306,768
307,768
300,0
301,0
321,0
322,0
308,768
326,768
327,768
328,768
329,768
330,768
331,768
218,640
324,0
325,0
335,0
336,0
217,384
339,384
340,384
343,384
344,384
337,0
338,0
358,0
359,0
345,384
363,384
364,384
365,384
366,384
367,384
368,384
255,0
361,0
362,0
372,0
373,0
254,256
376,256
377,256
380,256
381,256
374,0
375,0
395,0
396,0
382,256
400,256
401,256
402,256
403,256
404,256
405,256
296,128
398,0
399,0
410,0
411,0
295,512
415,512
416,512
419,512
420,512
413,0
414,0
435,0
436,0
421,512
441,512
442,512
443,512
444,512
445,512
446,512
447,512
448,512
450,512
439,0
440,0
453,0
454,0
451,512
457,512
458,512
461,512
462,512
455,0
456,0
476,0
477,0
463,512
481,512
482,512
483,512
484,512
485,512
486,512
487,512
488,512
490,512
479,0
480,0
493,0
494,0
491,512
497,512
498,512
501,512
502,512
495,0
496,0
516,0
517,0
503,512
521,512
522,512
523,512
524,512
525,512
526,512
527,512
528,512
530,512
519,0
520,0
533,0
534,0
531,512
537,512
538,512
541,512
542,512
535,0
536,0
556,0
557,0
543,512
561,512
562,512
563,512
564,512
565,512
566,512
567,512
568,512
570,512
